issue_key,issue_id,summary,issue_type,project_key,team_name,sprint_name,sprint_id,sprint_start_date,sprint_end_date,quarter_label,status_at_sprint_start,status_at_sprint_end,points_at_sprint_start,points_at_sprint_end,completed_in_sprint_flag,in_sprint_wip_flag,added_after_sprint_start_flag,removed_after_sprint_start_flag
OV-72547,272062,Go - Fix the event enrollment count wrong calculation with waitlisting,Task,OV,Team ASAP,ASAP - 26Q1S1,9248,2026-01-07T20:32:02.413Z,2026-01-20T06:00:00.000Z,2026-Q1,In Secure Code Review,Closed,8,8,yes,yes,no,no
OV-74288,277415,[A3] [Dependency] fix medium exploitable detected vulnerabilities,Task,OV,Team ASAP,ASAP - 26Q1S1,9248,2026-01-07T20:32:02.413Z,2026-01-20T06:00:00.000Z,2026-Q1,In Secure Code Review,In Test,8,8,no,yes,no,no
OV-77247,303680,[Go] [Dependency] Fix High Exploitable dependency react-scripts-5.0.1.tgz - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S1,9248,2026-01-07T20:32:02.413Z,2026-01-20T06:00:00.000Z,2026-Q1,Ready for Sprint,Ready To Test,3,3,no,yes,no,no
OV-77249,303684,[A4] [Dependency] Fix High Exploitable dependencies kendo-licensing-1.1.4.tgz - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S1,9248,2026-01-07T20:32:02.413Z,2026-01-20T06:00:00.000Z,2026-Q1,New,Ready To Test,3,3,no,yes,yes,no
OV-78388,306943,Regression Release 5.2.22,Task,OV,Team ASAP,ASAP - 26Q1S1,9248,2026-01-07T20:32:02.413Z,2026-01-20T06:00:00.000Z,2026-Q1,Ready for Sprint,Ready for Sprint,3,3,no,no,no,no
OV-78743,309093,Sev1 - ASAP SendGrid Account temporary suspension,Bug,OV,Team ASAP,ASAP - 26Q1S1,9248,2026-01-07T20:32:02.413Z,2026-01-20T06:00:00.000Z,2026-Q1,New,New,2,2,no,no,yes,no
OV-61998,241171,Update automation to target new CVV and AVS required fields,Task,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,New,New,2,2,no,no,no,no
OV-74288,277415,[A3] [Dependency] fix medium exploitable detected vulnerabilities,Task,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,In Test,Closed,8,8,yes,yes,no,no
OV-77247,303680,[Go] [Dependency] Fix High Exploitable dependency react-scripts-5.0.1.tgz - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,Ready To Test,Closed,3,3,yes,yes,no,no
OV-77249,303684,[A4] [Dependency] Fix High Exploitable dependencies kendo-licensing-1.1.4.tgz - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,Ready To Test,Closed,3,3,yes,yes,no,no
OV-77398,304156,[GO] Require Address and CVV for New Card Payment Methods to Mitigate Card Testing,Story,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,Ready for Sprint,Ready To Test,8,8,no,yes,no,no
OV-78388,306943,Regression Release 5.2.22,Task,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,3,3,no,yes,no,no
OV-78518,307774,AVS and CVV Enablement for all ASAP customers,Task,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,Ready For Refinement,Ready For Refinement,1,1,no,no,no,no
OV-78521,307793,[A4] Require Address and CVV for New Card Payment Methods to Mitigate Card Testing,Story,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,Ready for Sprint,Ready To Test,5,5,no,yes,no,no
OV-78522,307794,[A3] Require Address and CVV for New Card Payment Methods to Mitigate Card Testing,Story,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,8,8,yes,yes,no,no
OV-78743,309093,Sev1 - ASAP SendGrid Account temporary suspension,Bug,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,New,Closed,0,0,no,no,no,no
OV-79021,311026,[Defect]-The CVV field is not required in the Family Profile Add Card section,Bug,OV,Team ASAP,ASAP - 26Q1S2,9281,2026-01-21T19:09:41.551Z,2026-02-03T06:00:00.000Z,2026-Q1,New,Closed,,,no,no,yes,no
OV-61998,241171,Update automation to target new CVV and AVS required fields,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,New,New,0,0,no,no,no,no
OV-77251,303688,[Go] [Dependency] Fix Multiple High Dependencies - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,5,5,yes,yes,no,no
OV-77253,303692,[A3] [Dependency] Investigate and possible Fix High/Medium Dependency jszip v 2.4.0 and 2.5.0 - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-77259,303704,[A4] [Dependency] Fix High Dependencies - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-77260,303707,[Dashboard] [Dependency] Fix High Multiple Dependencies - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,5,5,yes,yes,no,no
OV-77265,303717,[A4] [Code] Fix Medium Code Findings - Hardcoded Password/Credentials - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,New,In Secure Code Review,3,1,no,yes,yes,no
OV-77270,303724,[A3] [Code] Investigate/Fix Medium Code Finding - Insufficient Transport Later Protection - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,New,In Secure Code Review,3,3,no,yes,yes,no
OV-77271,303726,[GO] [Code] Fix Medium Code Finding - Error Messages Information Exposure - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,New,In Development,3,3,no,yes,yes,no
OV-77381,304086,[GO] [Dependency] Fix medium exploitable finding - jquery.1.12.4.nupkg,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-77382,304088,[A4] [Dependency] Fix medium exploitable findings - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-78518,307774,AVS and CVV Enablement for all ASAP customers,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,Ready For Refinement,Ready For Refinement,1,1,no,no,no,no
OV-78521,307793,[A4] Require Address and CVV for New Card Payment Methods to Mitigate Card Testing,Story,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,Ready To Test,Closed,5,5,yes,yes,no,no
OV-79429,314905,(Spike) A4 - Research error with Tokenize and undefined result,Task,OV,Team ASAP,ASAP - 26Q1S3,9549,2026-02-04T15:11:55.766Z,2026-02-17T06:00:00.000Z,2026-Q1,New,Closed,2,2,yes,yes,yes,no
OV-61998,241171,Update automation to target new CVV and AVS required fields,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,Reopened,Closed,0,0,yes,yes,no,no
OV-77265,303717,[A4] [Code] Fix Medium Code Findings - Hardcoded Password/Credentials - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,In Secure Code Review,In Secure Code Review,1,1,no,yes,no,no
OV-77269,303722,[A3] [Code] Fix Medium Code Finding - Hardcoded Password/Credentials - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,Ready for Sprint,In Secure Code Review,1,1,no,yes,no,no
OV-77383,304091,[A4] [Dependency] Fix medium findings - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-77384,304094,[ASAPI] [Dependency] Fix medium finding - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,2,2,yes,yes,no,no
OV-77385,304096,[Dashboard] [Dependency] Investigate/Fix medium findings - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,5,5,yes,yes,no,no
OV-77386,304099,[GO] [ Dependency] Investigate/Fix medium findings - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,5,5,yes,yes,no,no
OV-77388,304103,[Mothership] [Dependency] Fix medium findings - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-79683,317901,Release 5.2.23 Regression Test,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,Ready for Sprint,In Test,2,2,no,yes,no,no
OV-79728,318320,Go - Review reCAPTCHA validation time,Task,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,New,Closed,5,5,yes,yes,yes,no
OV-80002,320929,"Go>When the user clicks on Edit an existing e-check, credit card and e-check fields are displayed",Bug,OV,Team ASAP,ASAP - 26Q1S4,9748,2026-02-18T15:26:35.147Z,2026-03-03T06:00:00.000Z,2026-Q1,New,New,3,3,no,no,yes,no
OV-77262,303711,[Dashboard] [Dependency] Investigate/Fix High Multiple Dependencies - December 2025 Snapshot,Story,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,Ready For Refinement,Closed,8,8,yes,yes,no,no
OV-77265,303717,[A4] [Code] Fix Medium Code Findings - Hardcoded Password/Credentials - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,In Secure Code Review,In Secure Code Review,1,1,no,yes,no,no
OV-77269,303722,[A3] [Code] Fix Medium Code Finding - Hardcoded Password/Credentials - December 2025 Snapshot,Task,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,In Secure Code Review,In Secure Code Review,1,1,no,yes,no,no
OV-78518,307774,AVS and CVV Enablement for all ASAP customers,Task,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,Ready For Refinement,Ready For Refinement,1,1,no,no,no,no
OV-79339,313993,Create a tag on each release build,Task,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,New,In Development,3,3,no,yes,yes,no
OV-80002,320929,"Go>When the user clicks on Edit an existing e-check, credit card and e-check fields are displayed",Bug,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-80007,320985,Automation>Automation of cxp regression test cases,Task,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Closed,,,yes,yes,no,no
OV-80081,321806,GO - Create new app setting for reCaptcha,Task,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Ready for Sprint,0,0,no,no,no,no
OV-80108,322150,Regression Release 5.2.24,Task,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,Ready for Sprint,Ready for Sprint,2,2,no,no,no,no
OV-80255,313869,Missing Documents files when uploaded from A3,Bug,OV,Team ASAP,ASAP - 26Q1S5,9915,2026-03-04T15:22:03.350Z,2026-03-17T06:00:00.000Z,2026-Q1,New,Closed,5,5,yes,yes,yes,no
OV-74752,280295,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,Reopened,Reopened,,,no,no,no,no
OV-74753,280297,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,In UX Design,In UX Design,,,no,no,no,no
OV-74754,280299,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,Closed,Closed,,,no,no,no,no
OV-74755,280301,Add to release card 01/27,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,no,no
OV-74756,280303,Merge to release branch 01/27,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,no,no
OV-76302,295794,Deploy to Production,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,no,no,no
OV-76303,295796,Run regression,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,yes,no,no
OV-76400,297222,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,In Review,Closed,,,yes,yes,no,no
OV-76401,297223,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,In UX Design,Closed,,,no,no,no,no
OV-76402,297224,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,no,no,no
OV-76403,297225,Add to release card 1/20,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,yes,yes,no,no
OV-76404,297226,Merge to release branch 1/20,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,yes,yes,no,no
OV-76405,297227,DSI Approval,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,Closed,Closed,,,no,no,no,no
OV-76406,297228,DBA Approval,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,Closed,Closed,,,no,no,no,no
OV-76486,298721,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,In Secure Code Review,,,no,yes,no,no
OV-76487,298723,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,no,no
OV-76488,298725,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,no,no
OV-76489,298727,Add to release card 02/05,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,no,no
OV-76490,298729,Merge to release branch 02/05,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,no,no
OV-76493,298735,Update API Docs (External/Internal),Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,In Secure Code Review,,,no,yes,no,no
OV-77135,303025,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,yes,no,no
OV-77136,303027,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,yes,yes,no,no
OV-77137,303029,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,yes,no,no
OV-77138,303031,Add to release card 01/20,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,no,no,no
OV-77139,303033,Merge to release branch 01/20,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,yes,yes,no,no
OV-77140,303035,Update API Docs (Internal Only),Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,yes,no,no
OV-77218,303606,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,In Development,Closed,,,yes,yes,no,no
OV-77219,303608,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,yes,yes,no,no
OV-77220,303610,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,yes,no,no
OV-77221,303612,Add to release card 01/27,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,no,no,no
OV-77222,303614,Merge to release branch 01/27,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,In Development,,,no,yes,no,no
OV-77223,303616,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,yes,yes,no,no
OV-78347,306727,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,yes,no,no
OV-78348,306729,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,yes,yes,no,no
OV-78349,306731,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,yes,no,no
OV-78350,306733,Add to release card 01/20,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,no,no,no
OV-78351,306736,Merge to release branch 01/20,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,yes,yes,no,no
OV-78352,306738,Update API Docs,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,no,yes,no,no
OV-78385,306934,Deploy to Production,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,no,no
OV-78386,306935,Run regression,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,no,no
OV-78401,306976,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,In Development,,,no,yes,yes,no
OV-78402,306978,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,In Secure Code Review,,,no,yes,yes,no
OV-78403,306980,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,yes,no
OV-78404,306982,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,yes,no
OV-78405,306984,Add to release card 02/05,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,yes,no
OV-78406,306986,Merge to release branch 02/05,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,New,,,no,no,yes,no
OV-78407,306988,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,In Test,,,no,yes,yes,no
OV-78408,306991,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q1 - Sprint 1,8739,2026-01-07T18:11:23.184Z,2026-01-21T18:11:08.000Z,2026-Q1,New,Closed,,,yes,yes,yes,no
