issue_key,issue_id,summary,issue_type,project_key,team_name,sprint_name,sprint_id,sprint_start_date,sprint_end_date,quarter_label,status_at_sprint_start,status_at_sprint_end,points_at_sprint_start,points_at_sprint_end,completed_in_sprint_flag,in_sprint_wip_flag,added_after_sprint_start_flag,removed_after_sprint_start_flag
OV-79672,317884,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-79673,317886,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Test,In Test,,,no,yes,no,no
OV-79674,317888,Add to release card 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-79675,317890,Merge to release branch 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-81029,330895,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Secure Code Review,,,no,yes,no,no
OV-81031,330897,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-81032,330898,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-81033,330899,Add to release branch 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-81035,330901,Merge to release branch 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-82890,335966,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-82891,335968,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-82892,335970,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-82893,335972,Add to release card 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-82894,335974,Merge to release branch 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-83335,339404,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Development,,,no,yes,no,no
OV-83397,340063,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Ready To Test,Reopened,,,no,yes,no,no
OV-83398,340065,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,Closed,,,yes,yes,no,no
OV-83399,340067,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,Reopened,,,no,yes,no,no
OV-83400,340069,Add to release card 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83401,340071,Merge to release branch and create PR to Master 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83407,340083,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Awaiting Build,Awaiting Build,,,no,yes,no,no
OV-83408,340085,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83409,340087,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83410,340090,Add to release card,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83411,340092,Merge to release branch and create PR to Master,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83873,344486,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Development,,,no,yes,no,no
OV-83953,345166,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Secure Code Review,,,no,yes,no,no
OV-83954,345167,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83955,345168,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83956,345169,Add to release card,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83957,345170,Merge to release branch and create PR to Master,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-83979,345466,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Review,In Review,,,no,no,no,no
OV-84035,345727,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Development,,,no,yes,no,no
OV-84036,345728,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-84037,345729,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Development,,,no,yes,no,no
OV-84038,345730,Add to release card,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84039,345731,Merge to release branch,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84112,346188,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Secure Code Review,,,no,yes,no,no
OV-84113,346189,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84114,346190,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84115,346191,Add to release card,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84116,346192,Merge to release branch and create PR to Master,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84536,350865,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Secure Code Review,Closed,,,yes,yes,no,no
OV-84537,350866,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,Closed,,,yes,yes,no,no
OV-84538,350867,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,Closed,,,no,yes,no,no
OV-84539,350868,Add to release card 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,Closed,,,no,no,no,no
OV-84540,350869,Merge to release branch and create PR to Master 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,Closed,,,yes,yes,no,no
OV-84541,350873,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Test,Closed,,,yes,yes,no,no
OV-84542,350874,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,Closed,,,yes,yes,no,no
OV-84543,350875,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Test,Closed,,,no,yes,no,no
OV-84544,350876,Add to release card 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,In Development,,,no,yes,no,no
OV-84545,350877,Merge to release branch 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,In Development,,,no,yes,no,no
OV-84546,350878,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Ready To Test,Ready To Test,,,no,yes,no,no
OV-84547,350879,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,In Development,,,no,yes,no,no
OV-84548,350880,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84549,350881,Add to release card 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84550,350882,Merge to release branch 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84552,350884,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Verification,,,no,yes,no,no
OV-84554,350886,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Test,Closed,,,yes,yes,no,no
OV-84555,350887,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-84556,350888,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
OV-84557,350889,Add to release branch 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,Closed,,,yes,yes,no,no
OV-84558,350890,Merge to release branch 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,Closed,,,yes,yes,no,no
OV-84561,350997,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In UX Design,In UX Design,,,no,no,no,no
OV-84562,350998,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Development,,,no,yes,no,no
OV-84576,351445,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,Ready To Test,Ready To Test,,,no,yes,no,no
OV-84722,352599,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Development,,,no,yes,no,no
OV-84914,353916,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Development,,,no,yes,no,no
OV-84937,354256,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,In Development,,,no,yes,no,no
OV-84941,354299,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,Ready To Test,,,no,yes,no,no
OV-84942,354300,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84943,354301,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84944,354302,Add to release branch,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84945,354303,Merge to release branch,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84947,354305,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,yes,no,no
OV-84948,354306,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,yes,no,no
OV-84949,354307,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,yes,no,no
OV-84950,354308,Add to release branch,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84951,354309,Merge to release branch,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84953,354312,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,In Secure Code Review,,,no,yes,no,no
OV-84954,354313,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,In Development,,,no,yes,no,no
OV-84955,354314,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,In Development,,,no,yes,no,no
OV-84956,354315,Add to release branch 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84957,354316,Merge to release branch,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-84982,354452,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,In Development,Closed,,,yes,yes,no,no
OV-84998,354780,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,In Secure Code Review,,,no,yes,no,no
OV-84999,354782,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-85000,354784,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-85001,354786,Add to release card,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-85002,354788,Merge to release branch and create PR to Master,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,no,no
OV-85104,355318,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,In Development,,,no,yes,no,no
OV-85108,355406,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,In Verification,,,no,yes,yes,no
OV-85238,356776,Create x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85239,356777,Execute TC,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85240,356778,Add to release 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85241,356779,Merge to release 10/01,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85272,357437,Match .Net versions on deployment slots for every app,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85565,359840,Security Approval,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85599,360454,(sre) Fund unfunded St. Vrain clean sale via deposit + fee FundingInstructions,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85600,360455,(sre) Recoup St. Vrain off-ticket BFO clawback via refund-leg FundingInstructions,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85601,360456,"(pay, sre) Re-drive St. Vrain PR-only payments to Promoted via promotion pipeline",Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85611,360534,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85612,360535,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85613,360536,Execute test cases,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85614,360537,Add to release card,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85615,360538,Merge to release branch and create PR to Master,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85616,360539,(sre) Fund St. Vrain wash-four deposit legs - over-debit make-whole,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-85617,360540,(sre) Add St. Vrain wash-four refund-leg reporting marker (inert),Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 0,10227,2026-07-02T12:48:58.767Z,2026-07-08T07:00:00.000Z,2026-Q3,New,New,,,no,no,yes,no
OV-79671,317882,Do the thing,Sub-task,OV,Team Connexpoint,CXP26Q3 - Sprint 1,10929,2026-07-10T15:45:22.117Z,2026-07-22T07:00:00.000Z,2026-Q3,Closed,Closed,,,no,no,no,no
